rank,pathway,rewiring_score,permutation_verdict,cohort,condition
46,P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),23.88022539059165,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
47,PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,23.742969350294555,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
48,ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,23.73397250917785,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
49,PWY-6595: superpathway of guanosine nucleotides degradation (plants),23.696270810210883,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
50,PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,23.50987108341159,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
51,"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)",23.361441133782964,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
52,PWY-7046: 4-coumarate degradation (anaerobic),23.313403910185265,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
53,PWY-5692: allantoin degradation to glyoxylate II,23.288947323486724,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
54,URDEGR-PWY: superpathway of allantoin degradation in plants,23.288947323486724,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
55,TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,23.1740715444378,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
56,KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,23.16412874583796,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
57,GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,22.935126782207806,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
58,P161-PWY: acetylene degradation,22.928141381371123,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
59,P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),22.89332877998805,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
60,REDCITCYC: TCA cycle VIII (helicobacter),22.883901647741823,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
61,PWY-5918: superpathay of heme biosynthesis from glutamate,22.488756082984715,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
62,PWY-6823: molybdenum cofactor biosynthesis,22.28392555280457,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
63,RUMP-PWY: formaldehyde oxidation I,22.263652352087423,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
64,UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic),22.24383505506702,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
65,PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,22.06177409715701,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
66,"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",21.92366771962777,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
67,PWY-6891: thiazole biosynthesis II (Bacillus),21.88545206181166,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
68,P164-PWY: purine nucleobases degradation I (anaerobic),21.80215999316999,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
69,PWY-6876: isopropanol biosynthesis,21.78999060872535,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
70,PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis,21.783730897293605,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
71,PWY-4702: phytate degradation I,21.67913258772305,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
72,FERMENTATION-PWY: mixed acid fermentation,21.64575429010501,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
73,FAO-PWY: fatty acid &beta;-oxidation I,21.539387005890894,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
74,PWY0-42: 2-methylcitrate cycle I,21.515674891146585,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
75,P162-PWY: L-glutamate degradation V (via hydroxyglutarate),21.50952958251515,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
76,SO4ASSIM-PWY: sulfate reduction I (assimilatory),21.32278323230598,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
77,PWY-5920: superpathway of heme biosynthesis from glycine,21.280911807393487,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
78,"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",20.961441133782976,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
79,PWY-7094: fatty acid salvage,20.81911209766925,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
80,PWY0-1479: tRNA processing,20.692760180995464,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
81,PWY-5941: glycogen degradation II (eukaryotic),20.6565849910356,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
82,PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,20.451751045846496,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
83,PPGPPMET-PWY: ppGpp biosynthesis,20.341494066421923,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
84,PWY-6285: superpathway of fatty acids biosynthesis (E. coli),20.164267053701018,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
85,PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),20.123855545120804,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
86,"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",20.07964142405873,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
87,CENTFERM-PWY: pyruvate fermentation to butanoate,20.07552463075216,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
88,"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",20.036730128916588,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
89,KETOGLUCONMET-PWY: ketogluconate metabolism,19.95607786220439,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
90,PWY-5136: fatty acid &beta;-oxidation II (peroxisome),19.88149918893538,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
91,PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,19.79531460770084,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
92,"PWY-7013: L-1,2-propanediol degradation",19.717032357209938,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
93,P163-PWY: L-lysine fermentation to acetate and butanoate,19.631264407069065,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
94,PWY-6263: superpathway of menaquinol-8 biosynthesis II,19.62553743703577,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
95,PWY-5855: ubiquinol-7 biosynthesis (prokaryotic),19.54052420387604,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
96,PWY-5857: ubiquinol-10 biosynthesis (prokaryotic),19.54052420387604,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
97,PWY-5856: ubiquinol-9 biosynthesis (prokaryotic),19.54052420387604,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
98,PWY-6708: ubiquinol-8 biosynthesis (prokaryotic),19.54052420387604,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
99,PWY-7254: TCA cycle VII (acetate-producers),19.50360112695296,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
100,PYRIDNUCSAL-PWY: NAD salvage pathway I,19.466444121915824,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
101,"PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",19.4403158883292,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
102,METH-ACETATE-PWY: methanogenesis from acetate,19.190919491163665,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
103,PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,18.95638862802015,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
104,PWY-5913: TCA cycle VI (obligate autotrophs),18.941994365235207,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
105,PWY-5656: mannosylglycerate biosynthesis I,18.89894817723896,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
106,PWY-7446: sulfoglycolysis,18.645216426193112,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
107,PWY-7204: pyridoxal 5'-phosphate salvage II (plants),18.623942627849395,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
108,PWY490-3: nitrate reduction VI (assimilatory),18.449457867326903,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
109,PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),18.390740203193037,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
110,PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,18.27347562537352,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
111,HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,18.273475625373518,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
112,FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,18.265877230427733,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
113,PWY-5677: succinate fermentation to butanoate,18.10327499359686,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
114,HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria),17.652299154785283,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
115,"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation",17.33539656791599,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
116,PWY-5022: 4-aminobutanoate degradation V,17.332954836506442,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
117,GLUCARDEG-PWY: D-glucarate degradation I,17.316152992401605,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
118,PWY-6895: superpathway of thiamin diphosphate biosynthesis II,17.27693844446341,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
119,P441-PWY: superpathway of N-acetylneuraminate degradation,17.243510629215407,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
120,PWY-7209: superpathway of pyrimidine ribonucleosides degradation,17.125807222743955,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
121,PWY-5747: 2-methylcitrate cycle II,16.94985400836677,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
122,PWY-5384: sucrose degradation IV (sucrose phosphorylase),16.85957312387945,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
123,PWY0-1338: polymyxin resistance,16.794018611798855,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
